CodeINSEE;PopulationDGF2013;PopulationDGF2014;In‚ligibilit‚2015;PopulationDGF2015;CommunesUrbaines;PF2014;PF2015;Eligibilit‚(PF<993?);In‚ligibilit‚2016;EPCI-FP;Eau Potable;"Assainissement Collectif";"Assainissement Non Collectif";Milieux Aquatiques;"S (km2)";"Zone Rouge";Décompte
55391;208;213;;211;;464;465;VRAI;;Pays de Stenay;;;CC Pays de Stenay;CC Pays de Stenay;9.2;;1
55394;8;7;X;7;;2605;2601;FAUX;x;CA Verdun;SIE Gincrey-Maucourt;CA Verdun;CA Verdun;CA Verdun;18.5;;1
55395;53;51;X;53;;2558;2517;FAUX;x;Meuse - Voie Sacrée;SIE Lemmes-Osches-Vadelaincourt;;SM Germain Guérard;SM3A;9.1;;1
55396;214;217;;219;;392;383;VRAI;;Void;;;SIVOM Source Godion;CC Void;10.4;;1
55397;281;277;;272;;374;373;VRAI;;Val des Couleurs;;;;CC Val des Couleurs;12.4;;1
55398;1027;1031;X;1039;;1677;1856;FAUX;x;Void;;;;CC Void;18.8;;1
55399;128;128;;129;;362;359;VRAI;;Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;7.0;;1
55400;54;53;X;51;;1191;1254;FAUX;x;Etain;SIE LAFFON DE LADEBAT;SIA de l''Orne;CC Pays d''Etain;CC Etain;8.5;;1
55401;413;412;;414;;497;500;VRAI;;Saint-Mihiel;SIE Chauvoncourt - Les Paroches;;CC Sammiellois;CC Sammiellois;10.2;;1
55403;77;74;;72;;501;460;VRAI;;Damvillers;SM Mangiennes;;SM Mangiennes;CC Région de Damvillers;4.9;;1
55404;292;304;;327;;501;466;VRAI;;CC Aire et Meuse;SIE Vallée de l''Aire;CC Aire et Meuse;CC Aire et Meuse;SM3A;17.6;;1
55405;238;249;;262;;426;413;VRAI;;Spincourt;SM Mangiennes;SM Mangiennes;SM Mangiennes;;15.4;;1
55406;96;100;;106;;500;478;VRAI;;Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;5.2;;1
55407;151;150;;146;;492;497;VRAI;;Commercy;;;CC Pays de Commercy;CC Pays de Commercy;3.6;;1
55408;248;242;;242;;458;457;VRAI;;Pays de Stenay;;;CC Pays de Stenay;CC Pays de Stenay;11.8;;1
55409;70;66;;67;;633;632;VRAI;;Triaucourt-Vaubécourt;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;;9.9;;1
55410;179;176;;171;;457;456;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;Syndicat Intercommunal d''Aménagement de la Chiers;12.5;;1
55411;99;102;;101;;543;548;VRAI;;Meuse - Voie Sacrée;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;CC Meuse - Voie Sacrée;18.4;;1
55412;198;201;;204;;433;429;VRAI;;Côtes de Meuse Woëvre;SIE Trey-Saint-Jean (54);;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;14.9;;1
55414;215;213;;215;;561;576;VRAI;;Copary;COPARY;COPARY;COPARY;COPARY;10.0;;1
55415;86;87;;89;;418;438;VRAI;;Saint-Mihiel;;;CC Sammiellois;CC Sammiellois;14.1;;1
55416;246;242;;238;;503;511;VRAI;;Centre Argonne;;;SM Germain Guérard;SM3A;15.4;;1
55419;181;185;;183;;412;418;VRAI;;Centre Argonne;;;SM Germain Guérard;SM3A;6.8;;1
55420;79;79;;79;;530;519;VRAI;;Meuse - Voie Sacrée;;;SM Germain Guérard;CC Meuse - Voie Sacrée;14.4;;1
55421;77;76;X;76;;2368;2381;FAUX;x;Void;SIVOM Source Godion;;SIVOM Source Godion;CC Void;9.4;;1
55422;48;49;;50;;455;416;VRAI;;Montfaucon-Varennes;SIE du BREUIL;;CC Montfaucon-Varennes;CC Montfaucon-Varennes;3.8;;1
55423;345;348;;353;;514;520;VRAI;;Triaucourt-Vaubécourt;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;SMAVAS;22.3;;1
55424;69;70;;72;;602;590;VRAI;;Copary;COPARY;COPARY;COPARY;COPARY;2.7;;1
55425;168;158;;153;;422;440;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;Syndicat Intercommunal d''Aménagement de la Chiers;9.7;;1
55426;430;437;;432;;604;607;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;8.4;;1
55427;3180;3134;;3091;;889;876;VRAI;;Copary;COPARY;COPARY;COPARY;COPARY;19.3;;1
55428;134;133;;135;;465;454;VRAI;;Damvillers;SM Mangiennes;SM Mangiennes;SM Mangiennes;CC Région de Damvillers;11.0;;1
55429;49;50;;48;;566;610;VRAI;;Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;3.4;;1
55430;112;116;;117;;185;174;VRAI;;Haute-Saulx;SIE Vallée de l''Orge;SIE Vallée de l''Orge;SIE Vallée de l''Orge;CC Haute-Saulx;12.5;;1
55431;68;67;;66;;459;476;VRAI;;Côtes de Meuse Woëvre;SIE Trey-Saint-Jean (54);;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;6.2;;1
55433;408;418;;423;;480;469;VRAI;;Val des Couleurs;SIE des 2 Rigny;;;CC Val des Couleurs;10.3;;1
55434;61;61;;63;;615;624;VRAI;;Val des Couleurs;SIE des 2 Rigny;;;CC Val des Couleurs;16.1;;1
55435;851;852;;859;;595;585;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;7.3;;1
55436;39;40;;39;;482;485;VRAI;;Val d''Ornois;SIE Vaudeville les Roises;SIE Vaudeville les Roises;SIE Vaudeville les Roises;CC Val d''Ornois;3.9;;1
55437;120;120;;118;;603;606;VRAI;;Damvillers;SM Mangiennes;;SM Mangiennes;CC Région de Damvillers;14.2;;1
55438;220;217;;217;;430;434;VRAI;;Montfaucon-Varennes;SIE Pays de Mautfaucon;;CC Montfaucon-Varennes;CC Montfaucon-Varennes;15.7;;1
55439;99;102;;103;;343;336;VRAI;;Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;2.6;;1
55442;271;279;X;280;;1141;1177;FAUX;x;Triaucourt-Vaubécourt;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;SM3A;19.2;;1
55443;786;785;;732;;260;283;VRAI;;Etain;SIE PIENNES (54);;CC Pays d''Etain;CC Etain;16.7;;1
55444;197;193;;192;;444;461;VRAI;;Saint-Mihiel;SIE Maizey;;CC Sammiellois;CC Sammiellois;6.1;;1
55445;210;210;;208;;500;494;VRAI;;Spincourt;SM Mangiennes;SM Mangiennes;SM Mangiennes;;12.2;;1
55446;100;102;;102;;913;931;VRAI;;CA Bar-le-Duc;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;CA Bar-le-Duc;6.3;;1
55447;386;384;;383;;562;563;VRAI;;Saulx et Perthois;SIVOM 4 CANTONS;SIVOM 4 CANTONS;SIVOM 4 CANTONS;CC Saulx et Perthois;20.4;;1
55448;58;58;;61;;641;544;VRAI;;CC Aire et Meuse;;CC Aire et Meuse;CC Aire et Meuse;CC Aire et Meuse;6.3;;1
55449;318;307;;301;;546;555;VRAI;;Val de Meuse et Vallée de la Dieue;;SIA de la Dieue;SIA de la Dieue;CC Val de Meuse et Vallée de la Dieue;17.1;;1
55450;61;59;;57;;417;429;VRAI;;Damvillers;;;;CC Région de Damvillers;5.5;;1
55452;79;83;;84;;587;578;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;6.1;;1
55453;64;63;;65;;466;446;VRAI;;Meuse - Voie Sacrée;;;SM Germain Guérard;SM3A;9.3;;1
55454;179;178;X;179;;1206;1189;FAUX;x;Void;SIVOM Source Godion;;SIVOM Source Godion;CC Void;14.2;;1
55456;280;283;;285;;776;796;VRAI;;Val des Couleurs;;;;CC Val des Couleurs;7.7;;1
55457;208;213;;213;;432;412;VRAI;;Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;11.1;;1
55458;334;346;;357;;420;413;VRAI;;Etain;SIE LAFFON DE LADEBAT;SIA de l''Orne;CC Pays d''Etain;CC Etain;10.3;;1
55459;263;253;;247;;446;466;VRAI;;Val d''Ornois;SM Tréveray Saint-Joire;SM Tréveray Saint-Joire;CC Val d''Ornois;CC Val d''Ornois;18.3;;1
55460;136;145;;155;;476;450;VRAI;;Côtes de Meuse Woëvre;SIE Liouville - Saint-Julien;;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;5.0;;1
55461;519;517;;513;;363;364;VRAI;;Spincourt;SM Mangiennes;SM Mangiennes;SM Mangiennes;;16.8;;1
55462;444;439;;436;;507;523;VRAI;;Côtes de Meuse Woëvre;;;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;9.3;;1
55463;4795;4637;;4493;;708;727;VRAI;;Saint-Mihiel;;;CC Sammiellois;CC Sammiellois;33.0;;1
55464;165;167;;170;;467;448;VRAI;;Spincourt;SIE PIERREPONT;;SM Mangiennes;;11.1;;1
55465;89;104;;112;;315;309;VRAI;;Fresnes en Woevre;;;CC Fresnes en Woevre;CC Fresnes en Woevre;8.0;;1
55466;324;322;;319;;559;554;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;16.7;;1
55467;771;768;;769;;497;490;VRAI;;Saint-Mihiel;;;CC Sammiellois;CC Sammiellois;20.5;;1
55468;79;85;;89;;535;527;VRAI;;CA Verdun;SIE du BREUIL;CA Verdun;CA Verdun;CA Verdun;6.2;;1
55469;139;140;;141;;498;497;VRAI;;Val Dunois;SIE VAL DUNOIS;CC Val Dunois;CC Val Dunois;CC Val Dunois;4.3;;1
55470;210;206;;205;;578;569;VRAI;;Saulx et Perthois;SIE Brillon-Haironville-Saudrupt;;;CC Saulx et Perthois;7.8;;1
55471;134;130;;129;;542;535;VRAI;;Val Dunois;SIE Beauclair;CC Val Dunois;CC Val Dunois;CC Val Dunois;6.9;;1
55472;136;136;;135;;868;898;VRAI;;Void;SIVOM Source Godion;;SIVOM Source Godion;CC Void;22.4;;1
55473;148;145;;136;;451;479;VRAI;;Fresnes en Woevre;;;CC Fresnes en Woevre;CC Fresnes en Woevre;7.8;;1
55474;308;310;;301;;372;384;VRAI;;Val des Couleurs;;;;CC Val des Couleurs;17.5;;1
55475;66;67;;69;;439;435;VRAI;;Void;SIVOM Source Godion;;SIVOM Source Godion;CC Void;7.8;;1
55476;495;503;X;503;;1580;1596;FAUX;x;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;5.2;;1
55477;480;478;;469;;432;431;VRAI;;Saulx et Perthois;SIVOM 4 CANTONS;SIVOM 4 CANTONS;SIVOM 4 CANTONS;CC Saulx et Perthois;10.1;;1
55479;204;205;;201;;436;441;VRAI;;Triaucourt-Vaubécourt;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;;11.7;;1
55481;321;318;;318;;491;483;VRAI;;Spincourt;SIE PIENNES (54);;SIE PIENNES (54);;19.9;;1
55482;103;100;;95;;446;469;VRAI;;Meuse - Voie Sacrée;;;SM Germain Guérard;CC Meuse - Voie Sacrée;14.9;;1
55484;57;54;X;55;;1921;1893;FAUX;x;Montfaucon-Varennes;SIE Pays de Mautfaucon;;CC Montfaucon-Varennes;CC Montfaucon-Varennes;8.9;;1
55485;93;94;;91;;411;420;VRAI;;Val des Couleurs;;;;CC Val des Couleurs;6.3;;1
55487;103;101;;100;;479;505;VRAI;;Saint-Mihiel;;;CC Sammiellois;CC Sammiellois;4.6;;1
55488;188;187;;186;;576;571;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;3.8;;1
55489;275;274;;277;;417;427;VRAI;;CA Verdun;SIE Sivry-la-Perche;CA Verdun;CA Verdun;CA Verdun;12.2;;1
55490;421;426;;431;;545;543;VRAI;;Val Dunois;SIE VAL DUNOIS;CC Val Dunois;CC Val Dunois;CC Val Dunois;22.2;;1
55492;962;969;;975;;553;548;VRAI;;Val de Meuse et Vallée de la Dieue;;SIA de la Dieue;SIA de la Dieue;CC Val de Meuse et Vallée de la Dieue;33.6;;1
55493;206;207;;208;;578;576;VRAI;;Copary;COPARY;COPARY;COPARY;COPARY;18.8;;1
55494;513;505;;501;;570;577;VRAI;;Saulx et Perthois;SIVOM 4 CANTONS;SIVOM 4 CANTONS;SIVOM 4 CANTONS;CC Saulx et Perthois;10.2;;1
55495;254;267;;280;;365;342;VRAI;;Spincourt;SM Mangiennes;;SM Mangiennes;;12.4;;1
55496;1031;1049;;1083;;980;990;VRAI;;Void;;;;CC Void;21.7;;1
55497;336;340;X;349;;1120;995;FAUX;x;Meuse - Voie Sacrée;SIE Sivry-la-Perche;;SM Germain Guérard;SM3A;21.8;;1
55498;371;379;;377;;765;783;VRAI;;Meuse - Voie Sacrée;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;SM3A;26.6;;1
55500;873;876;;869;;482;492;VRAI;;Spincourt;SM Mangiennes;SM Mangiennes;SM Mangiennes;;27.3;;1
55501;420;423;;444;;477;446;VRAI;;Saulx et Perthois;SIVOM 4 CANTONS;;;CC Saulx et Perthois;20.9;;1
55502;2951;2927;;2902;;955;955;VRAI;;Pays de Stenay;;;CC Pays de Stenay;CC Pays de Stenay;27.2;;1
55503;172;174;;171;;353;361;VRAI;;Val des Couleurs;SIE Taillancourt-Montbras;;SIE Taillancourt-Montbras;CC Val des Couleurs;11.1;;1
55504;415;411;;404;;437;633;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;13.3;;1
55505;3162;3133;X;3129;OUI;731;787;VRAI;x;CA Verdun;;CA Verdun;CA Verdun;CA Verdun;12.1;;1
55506;40;41;;40;;652;660;VRAI;;CC Aire et Meuse;;CC Aire et Meuse;CC Aire et Meuse;CC Aire et Meuse;13.0;;1
55507;277;268;;263;;292;299;VRAI;;Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;3.7;;1
55508;277;281;;289;;391;390;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;Syndicat Intercommunal d''Aménagement de la Chiers;9.5;;1
55509;297;298;;304;;357;348;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;Syndicat Intercommunal d''Aménagement de la Chiers;11.4;;1
55510;148;155;;158;;415;407;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;Syndicat Intercommunal d''Aménagement de la Chiers;5.4;;1
55511;162;163;;163;;426;409;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;Syndicat Intercommunal d''Aménagement de la Chiers;6.1;;1
55512;291;295;;298;;300;293;VRAI;;Meuse - Voie Sacrée;SIE Tilly et Villers;;SM Germain Guérard;CC Meuse - Voie Sacrée;13.7;;1
55514;667;653;;644;;607;603;VRAI;;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;11.9;;1
55515;88;81;;75;;374;407;VRAI;;Fresnes en Woevre;;;CC Fresnes en Woevre;CC Fresnes en Woevre;4.0;;1
55516;670;645;;639;;582;588;VRAI;;Val d''Ornois;SM Tréveray Saint-Joire;SM Tréveray Saint-Joire;CC Val d''Ornois;CC Val d''Ornois;17.2;;1
55517;540;540;;540;;544;532;VRAI;;Triaucourt-Vaubécourt;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;;25.4;;1
55518;154;152;;151;;688;726;VRAI;;Void;SIVOM Source Godion;;SIVOM Source Godion;CC Void;18.3;;1
55519;1613;1601;X;1586;;1019;1019;FAUX;x;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;12.6;;1
55520;435;437;;438;;370;378;VRAI;;Void;;;;CC Void;17.2;;1
55521;264;268;;272;;420;424;VRAI;;Saint-Mihiel;SIE LAFFON DE LADEBAT;;CC Sammiellois;CC Sammiellois;13.1;;1
55522;107;109;;109;;422;428;VRAI;;Val des Couleurs;;;;CC Val des Couleurs;4.3;;1
55523;132;148;;163;;611;579;VRAI;;CA Verdun;SIE La Forestière;CA Verdun;CA Verdun;CA Verdun;7.3;;1
55525;73;73;X;75;;1039;1016;FAUX;x;Meuse - Voie Sacrée;SIE Lemmes-Osches-Vadelaincourt;;SM Germain Guérard;SM3A;5.4;;1
55526;268;273;;277;;421;394;VRAI;;Commercy;;;CC Pays de Commercy;CC Pays de Commercy;5.2;;1
55527;709;699;;697;;544;576;VRAI;;Montfaucon-Varennes;;;CC Montfaucon-Varennes;SM3A;11.8;;1
55528;62;60;;63;;626;573;VRAI;;Côtes de Meuse Woëvre;SIE LAFFON DE LADEBAT;;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;6.4;;1
55530;124;117;;111;;753;826;VRAI;;Côtes de Meuse Woëvre;;;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;17.1;;1
55531;309;297;;308;;637;614;VRAI;;Copary;COPARY;COPARY;COPARY;COPARY;7.9;;1
55532;339;339;;339;;455;456;VRAI;;Triaucourt-Vaubécourt;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;;22.6;;1
55533;2110;2100;;2088;;629;627;VRAI;;Val des Couleurs;;SIVU des 7 Ponts;;CC Val des Couleurs;39.4;;1
55534;76;73;X;72;;1865;1917;FAUX;x;Val d''Ornois;SIE Vaudeville les Roises;SIE Vaudeville les Roises;SIE Vaudeville les Roises;CC Val d''Ornois;9.7;;1
55535;77;80;;79;;482;467;VRAI;;Spincourt;SM Mangiennes;SM Mangiennes;SM Mangiennes;;6.0;;1
55536;30;30;;29;;852;894;VRAI;;Montfaucon-Varennes;;;CC Montfaucon-Varennes;SM3A;8.1;;1
55537;76;75;;72;;579;598;VRAI;;CA Verdun;;CA Verdun;CA Verdun;CA Verdun;6.6;;1
55540;64;63;;61;;480;521;VRAI;;Saint-Mihiel;;;CC Sammiellois;CC Sammiellois;10.5;;1
55541;498;503;;504;;614;611;VRAI;;CA Bar-le-Duc;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;CA Bar-le-Duc;15.9;;1
55543;956;944;X;932;;1123;1136;FAUX;x;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;CA Bar-le-Duc;10.7;;1
55544;169;170;;177;;380;354;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;Syndicat Intercommunal d''Aménagement de la Chiers;4.4;;1
55545;19812;19586;X;19624;OUI;931;935;VRAI;x;CA Verdun;;CA Verdun;CA Verdun;CA Verdun;31.0;;1
55546;229;223;;221;;338;345;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;Syndicat Intercommunal d''Aménagement de la Chiers;6.2;;1
55547;142;141;;140;;331;335;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;Syndicat Intercommunal d''Aménagement de la Chiers;4.0;;1
55549;111;115;;118;;485;478;VRAI;;Montfaucon-Varennes;;;CC Montfaucon-Varennes;SM3A;11.7;;1
55551;1744;1747;;1735;;673;690;VRAI;;Côtes de Meuse Woëvre;SIE LAFFON DE LADEBAT;;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;62.6;;1
55552;102;100;;96;;373;384;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;Syndicat Intercommunal d''Aménagement de la Chiers;4.6;;1
55553;1368;1363;;1351;;477;492;VRAI;;Commercy;;;CC Pays de Commercy;CC Pays de Commercy;16.0;;1
55554;256;267;;273;;333;311;VRAI;;Pays de Montmedy;;CC Pays de Montmedy;CC Pays de Montmedy;Syndicat Intercommunal d''Aménagement de la Chiers;7.2;;1
55555;28;27;;26;;809;833;VRAI;;CC Aire et Meuse;SIE Villote/Gimécourt;CC Aire et Meuse;CC Aire et Meuse;SM3A;6.1;;1
55556;56;54;;54;;514;505;VRAI;;Damvillers;;;;CC Région de Damvillers;4.2;;1
55557;138;138;;140;;746;741;VRAI;;Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;14.2;;1
55559;39;39;X;38;;1539;1607;FAUX;x;Void;;;SIVOM Source Godion;CC Void;6.5;;1
55560;142;140;;137;;596;610;VRAI;;Copary;COPARY;COPARY;COPARY;COPARY;6.1;;1
55561;75;68;;66;;651;665;VRAI;;Val Dunois;SIE VAL DUNOIS;CC Val Dunois;CC Val Dunois;CC Val Dunois;8.0;;1
55562;142;145;;145;;135;129;VRAI;;Haute-Saulx;SIE Hévilliers;SIVOM 4 CANTONS;SIVOM 4 CANTONS;CC Haute-Saulx;7.0;;1
55563;82;82;;80;;451;459;VRAI;;Spincourt;SM Mangiennes;;SM Mangiennes;;8.2;;1
55565;67;67;;73;;473;419;VRAI;;Fresnes en Woevre;SIE du SOIRON (54);;CC Fresnes en Woevre;CC Fresnes en Woevre;6.1;;1
55566;269;287;;291;;361;347;VRAI;;Meuse - Voie Sacrée;SIE Tilly et Villers;;SM Germain Guérard;CC Meuse - Voie Sacrée;7.3;;1
55567;120;121;;127;;651;636;VRAI;;Meuse - Voie Sacrée;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;SM3A;9.6;;1
55568;321;316;;309;;415;427;VRAI;;Saulx et Perthois;SM Lisle en Rigault;SM Lisle en Rigault;;CC Saulx et Perthois;4.1;;1
55569;165;170;;170;;446;445;VRAI;;Triaucourt-Vaubécourt;COPARY;COPARY;SM Germain Guérard;;11.2;;1
55570;197;197;;203;;589;560;VRAI;;CC Aire et Meuse;SIE Villote/Gimécourt;CC Aire et Meuse;CC Aire et Meuse;SM3A;14.0;;1
55571;237;240;;241;;559;558;VRAI;;Val Dunois;;CC Val Dunois;CC Val Dunois;CC Val Dunois;15.4;;1
55572;93;90;;88;;484;461;VRAI;;Damvillers;SM Mangiennes;;SM Mangiennes;CC Région de Damvillers;8.2;;1
55573;1719;1719;;1717;;629;625;VRAI;;Void;;;;CC Void;35.6;;1
55574;70;71;;68;;411;421;VRAI;;Val d''Ornois;SIE des Vouthons;;CC Val d''Ornois;CC Val d''Ornois;7.2;;1
55575;80;80;X;81;;1560;1544;FAUX;x;Val d''Ornois;SIE des Vouthons;;CC Val d''Ornois;CC Val d''Ornois;13.2;;1
55577;67;67;;65;;589;643;VRAI;;Triaucourt-Vaubécourt;SM Germain Guérard;SM Germain Guérard;SM Germain Guérard;;6.2;;1
55578;217;217;;214;;443;449;VRAI;;Etain;SIE LAFFON DE LADEBAT;;CC Pays d''Etain;CC Etain;5.0;;1
55579;114;113;;116;;437;405;VRAI;;Fresnes en Woevre;;;CC Fresnes en Woevre;CC Fresnes en Woevre;6.4;;1
55580;47;47;;49;;538;524;VRAI;;Damvillers;;;SM Mangiennes;CC Région de Damvillers;5.3;;1
55581;139;134;;127;;770;786;VRAI;;Void;SIVOM Source Godion;;SIVOM Source Godion;CC Void;7.9;;1
55582;124;125;;122;;478;494;VRAI;;Pays de Stenay;SIE Beauclair;;CC Pays de Stenay;CC Pays de Stenay;5.7;;1
55583;192;195;;196;;506;496;VRAI;;Fresnes en Woevre;SIE LAFFON DE LADEBAT;;CC Fresnes en Woevre;CC Fresnes en Woevre;13.2;;1
55584;123;127;;126;;516;514;VRAI;;CC Aire et Meuse;;CC Aire et Meuse;CC Aire et Meuse;CC Aire et Meuse;15.3;;1
55586;96;96;;96;;617;638;VRAI;;Côtes de Meuse Woëvre;SIE Trey-Saint-Jean (54);;CC Côtes de Meuse Woëvre;CC Côtes de Meuse Woëvre;14.5;;1
