CODE_STEP;CODE_PARAM;ANNEE_VALIDITE;R_ELIM_MIN;C_MAX_S
25555102562;74;2017;60;30
25555102562;71;2017;50;35
25555102562;79;2017;50;2
25555102562;77;2017;50;0.5
35524601000;75;2017;60;35
35524601000;74;2017;60;200
35524601000;71;2017;50;0
25501302497;71;2015;50;0
25501302497;71;2016;50;0
25501302497;75;2015;60;35
25501302497;75;2016;60;35
25501302497;74;2015;60;0
25501302497;74;2016;60;0
25504602267;71;2015;50;0
25504602267;71;2016;50;0
25504602267;75;2015;60;35
25504602267;75;2016;60;35
25504602267;74;2015;60;0
25504602267;74;2016;60;0
25504702517;71;2015;50;0
25504702517;71;2016;50;0
25504702517;75;2015;60;35
25504702517;75;2016;60;35
25504702517;74;2015;60;0
25504702517;74;2016;60;0
25505302537;71;2015;50;0
25505302537;71;2016;50;0
25505302537;75;2015;60;35
25505302537;75;2016;60;35
25505302537;74;2015;60;0
25505302537;74;2016;60;0
25505801221;71;2016;50;0
25505801221;75;2016;60;35
25505801221;74;2016;60;0
25506202274;71;2015;50;0
25506202274;71;2016;50;0
25506202274;75;2015;60;35
25506202274;75;2016;60;35
25506202274;74;2015;60;0
25506202274;74;2016;60;0
25506301978;71;2011;91;35
25506301978;71;2012;91;35
25506301978;71;2013;91;35
25506301978;71;2014;91;35
25506301978;71;2015;91;35
25506301978;71;2016;91;35
25506301978;75;2011;90;25
25506301978;75;2012;90;25
25506301978;75;2013;90;25
25506301978;75;2014;90;25
25506301978;75;2015;90;25
25506301978;75;2016;90;25
25506301978;74;2011;77;125
25506301978;74;2012;77;125
25506301978;74;2013;77;125
25506301978;74;2014;77;125
25506301978;74;2015;77;125
25506301978;74;2016;77;125
25506301978;77;2011;87;5
25506301978;77;2012;87;5
25506301978;77;2013;87;5
25506301978;77;2014;87;5
25506301978;77;2015;87;5
25506301978;77;2016;87;5
25506301978;78;2011;20;0
25506301978;78;2012;20;0
25506301978;78;2013;20;0
25506301978;78;2014;20;0
25506301978;78;2015;20;0
25506301978;78;2016;20;0
25507702472;71;2016;50;0
25507702472;75;2016;60;35
25507702472;74;2016;60;0
25509402264;71;2015;50;30
25509402264;71;2016;50;30
25509402264;75;2015;60;25
25509402264;75;2016;60;25
25509402264;74;2015;60;90
25509402264;74;2016;60;90
25509402264;79;2015;0;10
25509402264;79;2016;0;10
25510902383;71;2016;50;161
25510902383;75;2016;60;95
25510902383;74;2016;63;194
25510902383;79;2016;40;29
25510902383;77;2016;40;21
25514502199;71;2013;60;35
25514502199;71;2014;50;35
25514502199;71;2015;50;0
25514502199;71;2016;50;0
25514502199;75;2013;60;35
25514502199;75;2014;60;35
25514502199;75;2015;60;35
25514502199;75;2016;60;35
25514502199;74;2013;60;125
25514502199;74;2014;60;125
25514502199;74;2015;60;0
25514502199;74;2016;60;0
25514502199;79;2013;15;45
25514502199;79;2014;15;45
25514502199;79;2015;42;30.1
25514502199;79;2016;42;30.1
25514502199;78;2013;40;6
25514502199;78;2014;40;6
25515801974;71;2011;90;35
25515801974;71;2012;90;35
25515801974;71;2013;90;35
25515801974;71;2014;90;35
25515801974;71;2015;90;35
25515801974;71;2016;90;35
25515801974;75;2011;90;25
25515801974;75;2012;90;25
25515801974;75;2013;90;25
25515801974;75;2014;90;25
25515801974;75;2015;90;25
25515801974;75;2016;90;25
25515801974;74;2011;80;125
25515801974;74;2012;80;125
25515801974;74;2013;80;125
25515801974;74;2014;80;125
25515801974;74;2015;80;125
25515801974;74;2016;80;125
25515801974;77;2011;90;10
25515801974;77;2012;90;10
25515801974;77;2013;90;10
25515801974;77;2014;90;10
25515801974;77;2015;90;10
25515801974;77;2016;90;10
25515801974;78;2011;25;0
25515801974;78;2012;25;0
25515801974;78;2013;25;0
25515801974;78;2014;25;0
25515801974;78;2015;25;0
25515801974;78;2016;25;0
25518100099;71;2011;90;35
25518100099;71;2012;90;35
25518100099;71;2013;90;35
25518100099;71;2014;90;35
25518100099;71;2015;90;35
25518100099;71;2016;90;35
25518100099;75;2011;70;25
25518100099;75;2012;70;25
25518100099;75;2013;70;25
25518100099;75;2014;70;25
25518100099;75;2015;70;25
25518100099;75;2016;70;25
25518100099;74;2011;75;125
25518100099;74;2012;75;125
25518100099;74;2013;75;125
25518100099;74;2014;75;125
25518100099;74;2015;75;125
25518100099;74;2016;75;125
25518402081;71;2011;95;60
25518402081;71;2012;95;60
25518402081;71;2013;95;60
25518402081;71;2014;95;60
25518402081;71;2015;95;60
25518402081;71;2016;95;60
25518402081;75;2011;95;18.3
25518402081;75;2012;95;18.3
25518402081;75;2013;95;18.3
25518402081;75;2014;95;18.3
25518402081;75;2015;95;18.3
25518402081;75;2016;95;18.3
25518402081;74;2011;90;62
25518402081;74;2012;90;62
25518402081;74;2013;90;62
25518402081;74;2014;90;62
25518402081;74;2015;90;62
25518402081;74;2016;90;62
25518402081;77;2011;60;4
25518402081;77;2012;60;4
25518402081;77;2013;60;4
25518402081;77;2014;60;4
25518402081;77;2015;60;4
25518402081;77;2016;60;4
25518402081;78;2011;40;2
25518402081;78;2012;40;2
25518402081;78;2013;40;2
25518402081;78;2014;40;2
25518402081;78;2015;40;2
25518402081;78;2016;40;2
25518402496;71;2011;50;0
25518402496;71;2012;50;0
25518402496;71;2013;50;0
25518402496;71;2014;50;0
25518402496;71;2015;50;0
25518402496;71;2016;50;0
25518402496;75;2011;60;35
25518402496;75;2012;60;35
25518402496;75;2013;60;35
25518402496;75;2014;60;35
25518402496;75;2015;60;35
25518402496;75;2016;60;35
25518402496;74;2011;60;0
25518402496;74;2012;60;0
25518402496;74;2013;60;0
25518402496;74;2014;60;0
25518402496;74;2015;60;0
25518402496;74;2016;60;0
25519800101;71;2015;50;0
25519800101;71;2016;50;0
25519800101;75;2015;60;35
25519800101;75;2016;60;35
25519800101;74;2011;60;0
25519800101;74;2012;60;0
25519800101;74;2013;60;0
25519800101;74;2014;60;0
25519800101;74;2015;60;0
25519800101;74;2016;60;0
25519802174;71;2014;89;42
25519802174;71;2015;89;42
25519802174;71;2016;89;42
25519802174;75;2014;93;20
25519802174;75;2015;93;20
25519802174;75;2016;93;20
25519802174;74;2014;83;107
25519802174;74;2015;83;107
25519802174;74;2016;83;107
25519802174;79;2014;86;8
25519802174;79;2015;86;8
25519802174;79;2016;86;8
25519802174;77;2014;80;7
25519802174;77;2015;80;7
25519802174;77;2016;80;7
25521601977;71;2013;50;0
25521601977;71;2014;50;0
25521601977;71;2015;50;0
25521601977;71;2016;50;0
25521601977;75;2013;60;35
25521601977;75;2014;60;35
25521601977;75;2015;60;35
25521601977;75;2016;60;35
25521601977;74;2011;60;0
25521601977;74;2012;60;0
25521601977;74;2013;60;0
25521601977;74;2014;60;0
25521601977;74;2015;60;0
25521601977;74;2016;60;0
25521902433;71;2015;50;0
25521902433;71;2016;50;0
25521902433;75;2015;60;35
25521902433;75;2016;60;35
25521902433;74;2015;60;0
25521902433;74;2016;60;0
25522802265;71;2014;80;51
25522802265;71;2015;80;51
25522802265;71;2016;80;51
25522802265;75;2014;80;40
25522802265;75;2015;80;40
25522802265;75;2016;80;40
25522802265;74;2014;75;105
25522802265;74;2015;75;105
25522802265;74;2016;75;105
25522802265;79;2014;70;21
25522802265;79;2015;70;21
25522802265;79;2016;70;21
25522802265;77;2014;70;17
25522802265;77;2015;70;17
25522802265;77;2016;70;17
25524202208;71;2015;50;0
25524202208;71;2016;50;0
25524202208;75;2015;60;35
25524202208;75;2016;60;35
25524202208;74;2015;60;0
25524202208;74;2016;60;0
25525202463;71;2016;50;161
25525202463;75;2016;60;95
25525202463;74;2016;63;194
25525202463;79;2016;40;29
25525202463;77;2016;40;21
25526201630;71;2011;50;0
25526201630;71;2012;50;0
25526201630;71;2013;50;0
25526201630;71;2014;50;0
25526201630;71;2015;50;0
25526201630;71;2016;50;0
25526201630;75;2011;35;60
25526201630;75;2012;35;60
25526201630;75;2013;35;60
25526201630;75;2014;35;60
25526201630;75;2015;35;60
25526201630;75;2016;35;60
25526201630;74;2011;60;0
25526201630;74;2012;60;0
25526201630;74;2013;60;0
25526201630;74;2014;60;0
25526201630;74;2015;60;0
25526201630;74;2016;60;0
25526301976;71;2011;60;0
25526301976;71;2012;60;0
25526301976;71;2013;60;0
25526301976;71;2014;60;0
25526301976;71;2015;60;0
25526301976;71;2016;60;0
25526301976;75;2011;60;25
25526301976;75;2012;60;25
25526301976;75;2013;60;25
25526301976;75;2014;60;25
25526301976;75;2015;60;25
25526301976;75;2016;60;25
25526301976;74;2011;60;125
25526301976;74;2012;60;125
25526301976;74;2013;60;125
25526301976;74;2014;60;125
25526301976;74;2015;60;125
25526301976;74;2016;60;125
25526802384;71;2015;70;0
25526802384;71;2016;70;0
25526802384;75;2015;70;66
25526802384;75;2016;70;66
25526802384;74;2015;60;0
25526802384;74;2016;60;0
25527602266;71;2016;50;0
25527602266;75;2016;60;35
25527602266;74;2016;60;0
25528800764;71;2011;50;0
25528800764;71;2012;50;0
25528800764;71;2013;50;0
25528800764;71;2014;50;0
25528800764;71;2015;50;0
25528800764;71;2016;50;0
25528800764;75;2011;60;35
25528800764;75;2012;60;35
25528800764;75;2013;60;35
25528800764;75;2014;60;35
25528800764;75;2015;60;35
25528800764;75;2016;60;35
25528800764;74;2011;60;0
25528800764;74;2012;60;0
25528800764;74;2013;60;0
25528800764;74;2014;60;0
25528800764;74;2015;60;0
25528800764;74;2016;60;0
25532400902;71;2013;50;0
25532400902;71;2014;50;0
25532400902;71;2015;50;0
25532400902;71;2016;50;0
25532400902;75;2013;60;35
25532400902;75;2014;60;35
25532400902;75;2015;60;35
25532400902;75;2016;60;35
25532400902;74;2013;60;0
25532400902;74;2014;60;0
25532400902;74;2015;60;0
25532400902;74;2016;60;0
25535100214;71;2012;90;35
25535100214;71;2013;90;35
25535100214;71;2014;90;35
25535100214;71;2015;90;35
25535100214;71;2016;90;35
25535100214;75;2012;25;90
25535100214;75;2013;25;90
25535100214;75;2014;25;90
25535100214;75;2015;25;90
25535100214;75;2016;25;90
25535100214;74;2012;80;125
25535100214;74;2013;80;125
25535100214;74;2014;80;125
25535100214;74;2015;80;125
25535100214;74;2016;80;125
25538501097;71;2011;50;0
25538501097;71;2012;50;0
25538501097;71;2013;50;0
25538501097;71;2014;50;0
25538501097;71;2015;50;0
25538501097;71;2016;50;0
25538501097;75;2011;60;35
25538501097;75;2012;60;35
25538501097;75;2013;60;35
25538501097;75;2014;60;35
25538501097;75;2015;60;35
25538501097;75;2016;60;35
25538501097;74;2011;60;0
25538501097;74;2012;60;0
25538501097;74;2013;60;0
25538501097;74;2014;60;0
25538501097;74;2015;60;0
25538501097;74;2016;60;0
25539702155;71;2013;50;124
25539702155;71;2014;50;124
25539702155;71;2015;50;124
25539702155;71;2016;50;124
25539702155;75;2013;60;35
25539702155;75;2014;60;35
25539702155;75;2015;60;35
25539702155;75;2016;60;35
25539702155;74;2013;60;182
25539702155;74;2014;60;182
25539702155;74;2015;60;182
25539702155;74;2016;60;182
25539702155;77;2013;30;34
25539702155;77;2014;30;34
25539702155;77;2015;30;34
25539702155;77;2016;30;34
25544301659;71;2011;50;40
25544301659;71;2012;50;40
25544301659;71;2013;50;40
25544301659;71;2014;50;40
25544301659;71;2015;50;40
25544301659;71;2016;50;40
25544301659;75;2011;90;25
25544301659;75;2012;90;25
25544301659;75;2013;90;25
25544301659;75;2014;90;25
25544301659;75;2015;90;25
25544301659;75;2016;90;25
25544301659;74;2011;75;125
25544301659;74;2012;75;125
25544301659;74;2013;75;125
25544301659;74;2014;75;125
25544301659;74;2015;75;125
25544301659;74;2016;75;125
25544301659;79;2011;60;20
25544301659;79;2012;60;20
25544301659;79;2013;60;20
25544301659;79;2014;60;20
25544301659;79;2015;60;20
25544301659;79;2016;60;20
25544502287;71;2015;50;0
25544502287;71;2016;50;0
25544502287;75;2015;60;35
25544502287;75;2016;60;35
25544502287;74;2015;60;0
25544502287;74;2016;60;0
25545602385;71;2015;73;0
25545602385;71;2016;73;0
25545602385;75;2015;75;0
25545602385;75;2016;75;0
25545602385;74;2015;66;0
25545602385;74;2016;66;0
25545602385;79;2015;46;0
25545602385;79;2016;46;0
25545602385;77;2015;45;0
25545602385;77;2016;45;0
25545602385;78;2015;20;0
25545602385;78;2016;20;0
25546001438;71;2011;50;0
25546001438;71;2012;50;0
25546001438;71;2013;50;0
25546001438;71;2014;50;0
25546001438;71;2015;50;0
25546001438;71;2016;50;0
25546001438;75;2011;60;35
25546001438;75;2012;60;35
25546001438;75;2013;60;35
25546001438;75;2014;60;35
25546001438;75;2015;60;35
25546001438;75;2016;60;35
25546001438;74;2011;60;0
25546001438;74;2012;60;0
25546001438;74;2013;60;0
25546001438;74;2014;60;0
25546001438;74;2015;60;0
25546001438;74;2016;60;0
25546202386;71;2015;50;0
25546202386;71;2016;50;0
25546202386;75;2015;85;35
25546202386;75;2016;85;35
25546202386;74;2015;77;0
25546202386;74;2016;77;0
25546202386;79;2015;79;0
25546202386;79;2016;79;0
25546202386;78;2015;79;0
25546202386;78;2016;79;0
25546702263;71;2015;50;0
25546702263;71;2016;50;0
25546702263;75;2015;60;35
25546702263;75;2016;60;35
25546702263;74;2015;60;0
25546702263;74;2016;60;0
25547300817;71;2011;50;0
25547300817;71;2012;50;0
25547300817;71;2013;50;0
25547300817;71;2014;50;0
25547300817;71;2015;50;0
25547300817;71;2016;50;0
25547300817;75;2011;60;35
25547300817;75;2012;60;35
25547300817;75;2013;60;35
25547300817;75;2014;60;35
25547300817;75;2015;60;35
25547300817;75;2016;60;35
25547300817;74;2011;62;0
25547300817;74;2012;62;0
25547300817;74;2013;62;0
25547300817;74;2014;62;0
25547300817;74;2015;60;0
25547300817;74;2016;60;0
25550802421;71;2016;50;0
25550802421;75;2016;60;35
25550802421;74;2016;60;0
25552002429;71;2015;50;171
25552002429;71;2016;50;171
25552002429;75;2015;60;35
25552002429;75;2016;60;35
